id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0
4033,my-MM,Burmese,ပီဇာ သွားစားဖို့အတွက် နောက်အပတ် ထဲ ဘယ်နေ့ အကောင်းဆုံးလဲ,105,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,8.0,22.0,92.0,84.0,13.0,22.0,15.0,84.0,28,56,19,105,86,43,82,17,14
4046,my-MM,Burmese,ဘယ်လို ရာသီဥတုမျိုးကို ငါ ဒီနေ့ မျှော််လင့်နိုင်လဲ,96,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,7.0,20.0,83.0,81.0,11.0,20.0,17.0,81.0,28,51,20,96,83,40,72,19,16
4065,my-MM,Burmese,ရန်ကုန် ဘယ်နှနာရီလဲ,37,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,31.0,31.0,5.0,8.0,9.0,31.0,11,22,6,37,32,16,30,8,5
4094,my-MM,Burmese,မနက်ရှစ်နာရီ အတွက် နှိုးစက် တစ်ခု ထားပေးပါ,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,68.0,63.0,11.0,18.0,16.0,63.0,22,41,17,80,57,34,65,14,13
4114,my-MM,Burmese,မျိုးကြီး နဲ့ လေးဖြူ သီချင်းတွေကို သီချင်းစာရင်းထဲ ထည့်လိုက်,115,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,8.0,19.0,101.0,96.0,13.0,19.0,18.0,96.0,29,59,20,115,101,48,86,15,14
4117,my-MM,Burmese,အက တေးဂီတ တချို့ကို မင်း ငါ့ကို ဖွင့်ပြနိုင်မလား,91,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,8.0,20.0,80.0,74.0,13.0,20.0,15.0,74.0,26,45,19,91,71,37,72,19,16
4127,my-MM,Burmese,သီချင်းအစီအစဉ် မှ သီချင်းများ ဖွင့်ပါ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,61.0,63.0,9.0,12.0,14.0,63.0,21,38,14,71,66,30,56,14,9
4129,my-MM,Burmese,ငါ အခု ချက်ချင်း ဘာ နှိုးစက်တွေ ပေးထားလဲ,75,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,8.0,17.0,64.0,61.0,13.0,17.0,14.0,61.0,21,39,15,75,65,33,60,14,12
4131,my-MM,Burmese,ဒီနေ့ မော်လမြိုင် မွန်ပြည်နယ် မှာ အပူချိန် ဘယ်လောက်ရှိမလဲ,109,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,8.0,19.0,91.0,96.0,13.0,19.0,18.0,96.0,29,58,20,109,92,43,86,20,15
4134,my-MM,Burmese,spotify ဖွင့်ပေးပါ,22,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,5.0,8.0,20.0,21.0,5.0,8.0,8.0,21.0,8,12,8,22,21,11,24,7,5
4156,my-MM,Burmese,ဟေး အိုလီ ငါ့ကို ဟာသတစ်ခုပြောပြပါ,63,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,58.0,54.0,9.0,15.0,13.0,54.0,22,34,15,63,50,27,49,13,12
4161,my-MM,Burmese,ဒီည ငါ့ဆီ အိမ်တိုင်ရာရောက်ပို့ပေးမယ့် တရုတ် အစားအသောက် အချို့ မှာချင်တယ်,138,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,9.0,23.0,120.0,113.0,15.0,23.0,22.0,113.0,39,70,24,138,107,56,108,20,19
4175,my-MM,Burmese,ဟေ့ siri လက်ရှိ အလင်းရောင် စက်တင် များကို ချိန်းပါ,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,10.0,19.0,71.0,71.0,16.0,19.0,17.0,71.0,25,42,17,87,66,33,75,16,14
4191,my-MM,Burmese,ငါ ဒီတီးကွက်ကိုအရင်ကကြားဖူးတယ် ဘယ်သီချင်းက ဒီတီးကွက်ကိုခိုးလိုက်တာလဲ ဒါတစ်ပုံစံထဲပဲ,162,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,30.0,7.0,30.0,143.0,126.0,11.0,30.0,29.0,126.0,52,91,27,162,140,65,124,34,27
4198,my-MM,Burmese,မနက်လေးနာရီ အတွက် နှိုးစက်ကို ဖျက်ပေးပါ,75,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,65.0,59.0,9.0,16.0,15.0,59.0,21,38,15,75,54,31,59,14,12
4228,my-MM,Burmese,မနက်ဖြန် အပူချိန် ဒီဂရီ ကိုးဆယ်အထက် ရှိနိုင်လား,90,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,7.0,20.0,77.0,76.0,11.0,20.0,20.0,76.0,27,49,18,90,74,35,73,19,17
4233,my-MM,Burmese,မနှစ်က ငါ့ရဲ့ အကြိုက်ဆုံး သီချင်း နားထောင်မယ်,86,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,7.0,15.0,73.0,71.0,11.0,15.0,14.0,71.0,25,47,16,86,70,35,67,13,13
4243,my-MM,Burmese,ကျေးဇူးပြု၍ မတုံ့ပြန်ပါနှင့်,56,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,52.0,48.0,5.0,13.0,10.0,48.0,16,30,13,56,47,26,40,10,10
4277,my-MM,Burmese,ငါ့ရဲ့ စားပွဲတင်မီးအိမ် ကို မင်း ပိတ်ပေးနိုင်မလား,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,7.0,17.0,81.0,77.0,11.0,17.0,15.0,77.0,28,49,16,94,66,38,72,18,14
4278,my-MM,Burmese,စားပွဲတင်မီးအိမ်တစ်လုံး ကိုပိတ်ပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,56.0,51.0,5.0,13.0,13.0,51.0,19,35,11,65,46,27,48,14,11
4287,my-MM,Burmese,မီးချောင်း ကိုအလင်း မြင့် ပေးပါ,59,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,51.0,49.0,9.0,12.0,12.0,49.0,13,28,12,59,44,23,45,13,8
4291,my-MM,Burmese,ငါ ဒီနေ့ အလုပ်ကို ထီး ယူသွားဖို့လိုသလား,74,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,7.0,14.0,68.0,63.0,11.0,14.0,13.0,63.0,20,37,13,74,68,32,57,13,11
4292,my-MM,Burmese,ငါ ဒီနေ့ အတိုအပြတ် ဝတ်ရင်းဈေးဝယ်ထွက်နိုင်မလား,87,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,6.0,18.0,73.0,71.0,9.0,18.0,16.0,71.0,25,46,16,87,68,33,69,19,15
4301,my-MM,Burmese,ကျားပေါက် ရဲ့ သီချင်း နားထောင်မယ်,63,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,6.0,11.0,54.0,51.0,9.0,11.0,10.0,51.0,17,34,13,63,52,24,48,10,9
4302,my-MM,Burmese,မျိုးကြီး ရဲ့ နောက်ဆုံးထွက် အယ်လ်ဘမ်မ် ဖွင့်ပေးပါ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,78.0,77.0,11.0,18.0,17.0,77.0,26,51,19,94,80,40,71,17,14
4317,my-MM,Burmese,မနက်ဖြန် မနက် တစ်ဆယ် နာရီ အတွက် နှိုးစက် သတ်မှတ်ပါ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,9.0,19.0,75.0,74.0,15.0,19.0,18.0,74.0,26,53,18,94,67,38,81,16,15
4318,my-MM,Burmese,ဆယ်နာရီ ငါ့ကိုနှိုး ပါ,42,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,38.0,36.0,7.0,10.0,9.0,36.0,13,25,10,42,37,18,32,10,7
4326,my-MM,Burmese,ရိန်းမိုး ရဲ့ အချစ်ငှက် ဖွင့်ပေးပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,55.0,56.0,9.0,16.0,15.0,56.0,20,32,15,65,53,27,50,15,12
4338,my-MM,Burmese,ငါ့အနီးနားက အိမ်တိုင်ရာရောက်ပို့ဆောင်ပေးသောပစ္စည်း ကိုပြပါ,114,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,5.0,18.0,102.0,93.0,7.0,18.0,19.0,93.0,31,55,19,114,75,45,84,21,16
4339,my-MM,Burmese,အင်တာနက် ဖွင့်ပါ,31,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,25.0,25.0,5.0,9.0,7.0,25.0,9,17,7,31,25,14,25,6,5
4359,my-MM,Burmese,ငါ သီချင်း နည်းနည်း နားထောင်ပါရစေ,63,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,52.0,53.0,9.0,13.0,10.0,53.0,18,32,12,63,50,26,50,10,10
4360,my-MM,Burmese,ငါ ကောင်းတဲ့ သီချင်း နားထောင်ချင်တယ်,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,6.0,12.0,57.0,55.0,9.0,12.0,10.0,55.0,17,36,12,69,57,26,53,8,9
4387,my-MM,Burmese,မီးအိမ်ရဲ့အလင်း ကိုမြှင့်ပါ,53,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,4.0,12.0,46.0,46.0,5.0,12.0,11.0,46.0,15,28,10,53,42,23,39,12,10
4398,my-MM,Burmese,ကျေးဇူးပြု၍ အသံ အတိုးအကျယ်ကို အကျယ်ဆုံး ဆက်တင် သို့ပြောင်းပါ,116,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,9.0,23.0,102.0,93.0,13.0,23.0,19.0,93.0,29,60,24,116,89,46,89,19,17
4421,my-MM,Burmese,အသံ ပိတ်ထားပေးပါ,31,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,28.0,26.0,5.0,9.0,8.0,26.0,8,17,7,31,23,14,24,8,6
4422,my-MM,Burmese,အသံ ကို ရပ်ပါ,24,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,5.0,8.0,20.0,21.0,7.0,8.0,6.0,21.0,6,13,7,24,18,10,21,7,4
4424,my-MM,Burmese,ဒီအပတ် လုံး မိုးရွာ မလား,45,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,6.0,11.0,41.0,36.0,9.0,11.0,10.0,36.0,13,23,9,45,37,19,36,11,7
4440,my-MM,Burmese,အတွင်းခန်း အားလုံး မီးများ မှိန်ပါ,65,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,56.0,52.0,9.0,13.0,10.0,52.0,16,32,12,65,51,25,49,10,9
4481,my-MM,Burmese,ငါ ဒီနေ့ အတို နဲ့အပြင်ထွက်လို့ အဆင်ပြေလောက်လား,88,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,7.0,17.0,76.0,76.0,11.0,17.0,16.0,76.0,24,44,16,88,73,36,69,15,15
4483,my-MM,Burmese,ဒီနေ့ အဝတ် အထပ်များ များဝတ်ဖို့လိုလား,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,63.0,58.0,9.0,14.0,12.0,58.0,19,34,13,71,62,27,55,15,12
4494,my-MM,Burmese,ငါ့ရဲ့ မီးများကို ကျပန်း အရောင် အချို့သို့ ပြောင်းပါ,99,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,8.0,16.0,89.0,84.0,13.0,16.0,15.0,84.0,23,46,16,99,77,38,74,16,12
4495,my-MM,Burmese,ငါ့ကိုနောက်ဆုံး မြန်မာတိုင်းမ် ကိုပေးပါ,76,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,67.0,59.0,7.0,12.0,11.0,59.0,17,37,12,76,50,28,55,10,10
4497,my-MM,Burmese,ဆက်တင် ကိုအသံပိတ်ပါ,37,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,31.0,29.0,5.0,10.0,10.0,29.0,10,20,8,37,26,14,30,10,7
4501,my-MM,Burmese,ဒီတစ်ပတ် နှင်းကျ မလား,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,33.0,31.0,7.0,11.0,10.0,31.0,11,21,9,40,32,15,33,11,7
4515,my-MM,Burmese,မီး အရောင်ကို ပြောင်းပါ,44,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,5.0,9.0,38.0,36.0,7.0,9.0,8.0,36.0,9,20,7,44,28,15,33,9,6
4519,my-MM,Burmese,ဧပြီလနှစ်ဆယ့်နှစ်ရက် ဘယ်နေ့,53,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,4.0,13.0,43.0,47.0,5.0,13.0,12.0,47.0,17,31,11,53,50,22,42,10,10
4532,my-MM,Burmese,မိုး ဘယ်တော့လောက် ရွာမလဲ,46,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,5.0,10.0,41.0,37.0,7.0,10.0,10.0,37.0,13,23,8,46,39,18,35,9,6
4538,my-MM,Burmese,မင်းငါ့ကို မိုးလေဝသခန့်မှန်းချက်အကြောင်း ပြောပြတဲ့ မြို့က မှားနေတယ် ငါက ငါရောက်နေတဲ့မြို့ရဲ့ အပူချိန် ကိုသိချင်တာ,218,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,39.0,11.0,39.0,194.0,183.0,19.0,39.0,34.0,183.0,60,108,39,218,166,87,165,39,34
4545,my-MM,Burmese,အမေရိကန်ချိစ့် ဘေကွန် နှင့်အတူ နှစ်ထပ် ဘေကွန်ချိစ့်ဘာဂါ ကို မှာယူပါ,128,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,27.0,9.0,27.0,109.0,112.0,15.0,27.0,29.0,112.0,39,69,31,128,112,60,102,29,25
4546,my-MM,Burmese,ငါ့ရဲ့လမင်း ဖွင့်ပေးပါ,43,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,38.0,39.0,5.0,10.0,10.0,39.0,15,23,10,43,41,19,32,10,7
4551,my-MM,Burmese,ဧပြီလ သစ်ကုလားအုတ် အကြောင်းနောက်ဆုံးရသတင်း,82,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,5.0,16.0,71.0,62.0,7.0,16.0,15.0,62.0,22,41,15,82,55,31,63,15,13
4558,my-MM,Burmese,ဒီတစ်ပတ် ငါ့အနားမှာ ရာသီဥတုဘယ်လိုလဲ,68,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,5.0,16.0,61.0,56.0,7.0,16.0,15.0,56.0,25,41,15,68,60,29,54,17,13
4573,my-MM,Burmese,မီးသီးများ ကို ဒီထိ မြှင့်ပါ,53,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,48.0,46.0,9.0,14.0,12.0,46.0,14,30,13,53,47,23,40,13,11
4579,my-MM,Burmese,စပီကာ အသံ ကိုမြှင့်ပါ,40,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,36.0,35.0,7.0,13.0,10.0,35.0,13,20,12,40,32,17,32,14,10
4582,my-MM,Burmese,မိုးကုတ် မှာအချိန်ကွာလား,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,43.0,35.0,5.0,10.0,11.0,35.0,15,22,8,47,35,18,34,9,8
4600,my-MM,Burmese,ဘယ်လိုအစားအသောက်ပက်ကေ့ချ်များ ရနိုင်သလဲ ပြောပြပါ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,5.0,21.0,82.0,78.0,7.0,21.0,18.0,78.0,24,46,20,94,69,37,71,20,18
4603,my-MM,Burmese,ကောင်းကင်က တိမ်ဖုံးလာမှာလား,53,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,4.0,15.0,46.0,38.0,5.0,15.0,11.0,38.0,14,25,12,53,38,22,39,13,11
4604,my-MM,Burmese,လားရှိုးကြက်ကင်အမှာစာ,42,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,3.0,13.0,38.0,31.0,3.0,13.0,12.0,31.0,11,19,10,42,28,16,30,12,10
4619,my-MM,Burmese,စမတ်မီးခလုတ် အသစ် စဖွင့်,46,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,39.0,38.0,7.0,12.0,11.0,38.0,14,24,10,46,37,20,39,13,9
4622,my-MM,Burmese,မီးသီးများ ကို အဆင့် နှစ် ထိ မှိန်ပါ,67,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,8.0,15.0,58.0,58.0,13.0,15.0,12.0,58.0,17,35,14,67,55,29,54,12,11
4623,my-MM,Burmese,ဒီတစ်ပတ်ရဲ့ ရာသီဥတုခန့်မှန်းချက်ဘယ်လိုလဲ,79,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,4.0,16.0,66.0,65.0,5.0,16.0,16.0,65.0,25,45,16,79,73,32,61,20,13
4632,my-MM,Burmese,ကျေးဇူးပြု၍ အိပ်ခန်း မီးသီးများ ကို ပိတ်ပေး ပါ,88,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,9.0,17.0,77.0,72.0,13.0,17.0,15.0,72.0,23,48,20,88,65,39,67,15,13
4645,my-MM,Burmese,အချဥ်ပေါင်း သည် ဘယ်ချိန်ရောက်မှာလဲ,66,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,5.0,15.0,53.0,56.0,7.0,15.0,13.0,56.0,19,36,13,66,59,27,51,13,11
4664,my-MM,Burmese,ဒီ ဂီတအဖွဲ့ ရဲ့ နာမည်က ဘာလဲ,50,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,7.0,13.0,44.0,45.0,11.0,13.0,11.0,45.0,20,33,13,50,56,25,43,11,10
4674,my-MM,Burmese,ပညာရေးဝန်ကြီးရဲ့ နောက်သတင်းစာရှင်းလင်းပွဲ က ဘယ်အချိန်လဲ,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,17.0,6.0,17.0,90.0,88.0,9.0,17.0,17.0,88.0,31,57,15,107,86,44,83,16,13
